timestamp,gpu_use_card0,gpu_use_card1
2026-05-08T14:57:10+02:00,7,0
2026-05-08T14:57:12+02:00,97,0
2026-05-08T14:57:15+02:00,97,0
2026-05-08T14:57:17+02:00,95,0
2026-05-08T14:57:19+02:00,95,0
